,data,db,exp,prank,rank,reg,report,sj,zb
1995,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.211931,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,黑色金属冶炼和压延加工业产成品存货_累计值(亿元)
1996,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.211931,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,有色金属冶炼和压延加工业产成品存货_累计值(亿元)
1997,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.211931,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,黑色金属冶炼和压延加工业产成品存货_累计值(亿元)
1998,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.211931,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,有色金属冶炼和压延加工业产成品存货_累计值(亿元)
1999,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.212131,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,废弃资源和废旧材料回收加工业产成品存货_累计值(亿元)
2000,,年度数据,,7.212229,68.0,全国,cn=C01&zb=A0N1C09&sj=2015,2015年,中国科协系统国外及港澳台地区来访团来访总人数(人次)
2001,,年度数据,,7.212229,68.0,全国,cn=C01&zb=A0N1C09&sj=2014,2014年,中国科协系统国外及港澳台地区来访团来访总人数(人次)
2002,213507,年度数据,对外直接投资净额指境内投资主体对外直接投资额中扣除反向投资额后的净额，当期对外直接投资净额简称流量，对外直接投资累计净额简称存量。,7.282228999999999,68.0,全国,cn=C01&zb=A060G01&sj=2015,2015年,电力、燃气及水的生产和供应业对外直接投资净额(万美元)
2003,176463,年度数据,对外直接投资净额指境内投资主体对外直接投资额中扣除反向投资额后的净额，当期对外直接投资净额简称流量，对外直接投资累计净额简称存量。,7.282228999999999,68.0,全国,cn=C01&zb=A060G01&sj=2014,2014年,电力、燃气及水的生产和供应业对外直接投资净额(万美元)
2004,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.621731,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,其他矿采选业产成品存货_上年同期累计值(亿元)
2005,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.621831,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,农副食品加工业产成品存货_上年同期累计值(亿元)
2006,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.621831,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,农副食品加工业产成品存货_上年同期累计值(亿元)
2007,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.621831,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,仪器仪表制造业产成品存货_上年同期累计值(亿元)
2008,,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070F&sj=2015,2015年,电力、煤气及水生产和供应业能源消费总量(万吨标准煤)
2009,27609.03,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070F&sj=2014,2014年,电力、煤气及水生产和供应业能源消费总量(万吨标准煤)
2010,,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070G&sj=2015,2015年,电力、煤气及水生产和供应业煤炭消费总量(万吨)
2011,176862.98,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070G&sj=2014,2014年,电力、煤气及水生产和供应业煤炭消费总量(万吨)
2012,,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070H&sj=2015,2015年,电力、煤气及水生产和供应业焦炭消费总量(万吨)
2013,51.14,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070H&sj=2014,2014年,电力、煤气及水生产和供应业焦炭消费总量(万吨)
2014,,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070K&sj=2015,2015年,电力、煤气及水生产和供应业煤油消费总量(万吨)
2015,0.06,年度数据,,7.621929,68.0,全国,cn=C01&zb=A070K&sj=2014,2014年,电力、煤气及水生产和供应业煤油消费总量(万吨)
2016,,年度数据,,7.6220289999999995,68.0,全国,cn=C01&zb=A070N&sj=2015,2015年,电力、煤气及水生产和供应业天然气消费总量(亿立方米)
2017,272.63,年度数据,,7.6220289999999995,68.0,全国,cn=C01&zb=A070N&sj=2014,2014年,电力、煤气及水生产和供应业天然气消费总量(亿立方米)
2018,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,石油和天然气开采业产成品存货_上年同期累计值(亿元)
2019,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,交通运输设备制造业产成品存货_上年同期累计值(亿元)
2020,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,石油和天然气开采业产成品存货_上年同期累计值(亿元)
2021,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,交通运输设备制造业产成品存货_上年同期累计值(亿元)
2022,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,石油和天然气开采业产成品存货_上年同期累计值(亿元)
2023,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622031,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,废弃资源综合利用业产成品存货_上年同期累计值(亿元)
2024,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.6221309999999995,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,电气机械和器材制造业产成品存货_上年同期累计值(亿元)
2025,,月度数据,,7.6221309999999995,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,电子及通信设备制造业产成品存货_上年同期累计值(亿元)
2026,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.6221309999999995,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,电气机械和器材制造业产成品存货_上年同期累计值(亿元)
2027,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.6221309999999995,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,印刷和记录媒介复制业产成品存货_上年同期累计值(亿元)
2028,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.6221309999999995,68.0,全国,cn=A01&zb=A020M06&sj=201703,2017年3月,电气机械和器材制造业产成品存货_上年同期累计值(亿元)
2029,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622231,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,印刷业和记录媒介的复制产成品存货_上年同期累计值(亿元)
2030,,月度数据,,7.622231,68.0,全国,cn=A01&zb=A020K05&sj=201703,2017年3月,电力、蒸汽、热水的生产和供应业产成品存货_累计值(亿元)
2031,,月度数据,产成品指工业企业已经完成全部生产过程并验收入库，可以按照合同规定的条件送交订货单位，或者可以作为商品对外销售的产品。根据会计“产成品”科目的借方余额填报。,7.622231,68.0,全国,cn=A01&zb=A020L05&sj=201703,2017年3月,印刷业和记录媒介的复制产成品存货_上年同期累计值(亿元)
2032,,月度数据,资产指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。,7.622331,68.0,全国,cn=A01&zb=A020K06&sj=201703,2017年3月,电力、蒸汽、热水的生产和供应业资产总计_累计值(亿元)
2033,,月度数据,,7.622331,68.0,全国,cn=A01&zb=A020K0C&sj=201703,2017年3月,电力、蒸汽、热水的生产和供应业管理费用_累计值(亿元)
2034,,月度数据,,7.622331,68.0,全国,cn=A01&zb=A020K0D&sj=201703,2017年3月,电力、蒸汽、热水的生产和供应业财务费用_累计值(亿元)
2035,,月度数据,销售费用指企业在销售商品和材料、提供劳务的过程中发生的各种费用，包括保险费、包装费、展览费和广告费、商品维修费、预计产品质量保证损失、运输费、装卸费等以及为销售本企业商品而专设的销售机构（含销售网点、售后服务网点等）的职工薪酬、业务费、折旧费等经营费用。,7.002031,68.0,全国,cn=A01&zb=A020K0B&sj=201703,2017年3月,煤气生产和供应业营业费用_上年同期累计值(亿元)
2036,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0204&sj=2015,2015年,煤气生产和供应业规模以上工业企业国家资本金(亿元)
2037,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0204&sj=2014,2014年,煤气生产和供应业规模以上工业企业国家资本金(亿元)
2038,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0205&sj=2015,2015年,煤气生产和供应业规模以上工业企业集体资本金(亿元)
2039,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0205&sj=2014,2014年,煤气生产和供应业规模以上工业企业集体资本金(亿元)
2040,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0206&sj=2015,2015年,煤气生产和供应业规模以上工业企业法人资本金(亿元)
2041,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0206&sj=2014,2014年,煤气生产和供应业规模以上工业企业法人资本金(亿元)
2042,,年度数据,个人资本指自然人实际投入企业的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0207&sj=2015,2015年,煤气生产和供应业规模以上工业企业个人资本金(亿元)
2043,,年度数据,个人资本指自然人实际投入企业的资本金。根据会计“实收资本”科目计算填报。,7.002129,68.0,全国,cn=C01&zb=A0E0207&sj=2014,2014年,煤气生产和供应业规模以上工业企业个人资本金(亿元)
2044,,年度数据,出口交货值指工业企业交给外贸部门或自营（委托）出口（包括销往香港、澳门、台湾），用外汇价格结算的产品价值，以及外商来样、来料加工、来件装配和补偿贸易等生产的产品价值。在计算出口交货值时，要把外汇价格按交易时的汇率折成人民币计算。,7.002129,68.0,全国,cn=C01&zb=A0E080Z&sj=2015,2015年,自来水的生产和供应业私营工业企业出口交货值(亿元)
2045,,年度数据,出口交货值指工业企业交给外贸部门或自营（委托）出口（包括销往香港、澳门、台湾），用外汇价格结算的产品价值，以及外商来样、来料加工、来件装配和补偿贸易等生产的产品价值。在计算出口交货值时，要把外汇价格按交易时的汇率折成人民币计算。,7.002129,68.0,全国,cn=C01&zb=A0E080Z&sj=2014,2014年,自来水的生产和供应业私营工业企业出口交货值(亿元)
2046,,月度数据,利息支出指企业短期借款利息、长期借款利息、应付票据利息、票据贴现利息、应付债券利息、长期应付引进国外设备款利息等利息支出。根据企业“财务费用明细账”中“财务费用——利息支出”科目的本期发生额填报。如果企业没有单独设立“利息收入”科目，应填报利息支出减去银行存款等的利息收入后的净额。,7.002131,68.0,全国,cn=A01&zb=A020K0E&sj=201703,2017年3月,煤气生产和供应业利息净支出_上年同期累计值(亿元)
2047,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E04&sj=2015,2015年,自来水的生产和供应业大中型工业企业国家资本金(亿元)
2048,,年度数据,国家资本指有权代表国家投资的政府部门或机构、直属事业单位对企业形成的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E04&sj=2014,2014年,自来水的生产和供应业大中型工业企业国家资本金(亿元)
2049,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E05&sj=2015,2015年,自来水的生产和供应业大中型工业企业集体资本金(亿元)
2050,,年度数据,集体资本指由本企业职工等自然人集体投资或各种机构对企业进行扶持形成的集体性质的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E05&sj=2014,2014年,自来水的生产和供应业大中型工业企业集体资本金(亿元)
2051,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E06&sj=2015,2015年,自来水的生产和供应业大中型工业企业法人资本金(亿元)
2052,,年度数据,法人资本指法人以其依法可支配的资产投入企业形成的资本金。,7.002229,68.0,全国,cn=C01&zb=A0E0E06&sj=2014,2014年,自来水的生产和供应业大中型工业企业法人资本金(亿元)
2053,8.8,年度数据,产值利润率是指一定时期的销售利润总额与总产值之比，它表明单位产值获得的利润，反映产值与利润的关系。产值是以货币形式表现的工业企业在报告期内生产的工业产品和提供工业性劳务活动的总价值量。产值利润率可以反映企业是否增产增收。,7.8114289999999995,68.0,全国,cn=C01&zb=A0F0208&sj=2015,2015年,外商独资建筑业企业产值利润率(%)
2054,10.6,年度数据,产值利润率是指一定时期的销售利润总额与总产值之比，它表明单位产值获得的利润，反映产值与利润的关系。产值是以货币形式表现的工业企业在报告期内生产的工业产品和提供工业性劳务活动的总价值量。产值利润率可以反映企业是否增产增收。,7.8114289999999995,68.0,全国,cn=C01&zb=A0F0208&sj=2014,2014年,外商独资建筑业企业产值利润率(%)
2055,11.5,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,7.8114289999999995,68.0,全国,cn=C01&zb=A0F0208&sj=2015,2015年,外商独资建筑业企业产值利税率(%)
2056,13.2,年度数据,产值利税率指报告期已实现的利润、税金总额(包括利润总额、产品销售税金及附加和应交增值税)占同期全部工业总产值的百分比，计算公式：产值利税率(％)=(利税总额/工业总产值)*100％,7.8114289999999995,68.0,全国,cn=C01&zb=A0F0208&sj=2014,2014年,外商独资建筑业企业产值利税率(%)
2057,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.8114289999999995,68.0,全国,cn=C01&zb=A0N0A03&sj=2015,2015年,国有大中型工业企业新产品产值(万元)
2058,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.8114289999999995,68.0,全国,cn=C01&zb=A0N0A03&sj=2014,2014年,国有大中型工业企业新产品产值(万元)
2059,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.8114289999999995,68.0,全国,cn=C01&zb=A0N0A03&sj=2015,2015年,联营大中型工业企业新产品产值(万元)
2060,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.8114289999999995,68.0,全国,cn=C01&zb=A0N0A03&sj=2014,2014年,联营大中型工业企业新产品产值(万元)
2061,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811528999999999,68.0,全国,cn=C01&zb=A0N0603&sj=2015,2015年,规模以上工业国有企业新产品产值(万元)
2062,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811528999999999,68.0,全国,cn=C01&zb=A0N0603&sj=2014,2014年,规模以上工业国有企业新产品产值(万元)
2063,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811528999999999,68.0,全国,cn=C01&zb=A0N0603&sj=2015,2015年,规模以上工业联营企业新产品产值(万元)
2064,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811528999999999,68.0,全国,cn=C01&zb=A0N0603&sj=2014,2014年,规模以上工业联营企业新产品产值(万元)
2065,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0608&sj=2015,2015年,规模以上纺织业工业企业新产品产值(万元)
2066,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0608&sj=2014,2014年,规模以上纺织业工业企业新产品产值(万元)
2067,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A03&sj=2015,2015年,股份合作大中型工业企业新产品产值(万元)
2068,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A03&sj=2014,2014年,股份合作大中型工业企业新产品产值(万元)
2069,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A03&sj=2015,2015年,合作经营大中型工业企业新产品产值(万元)
2070,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A03&sj=2014,2014年,合作经营大中型工业企业新产品产值(万元)
2071,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2015,2015年,食品制造业中型工业企业新产品产值(万元)
2072,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2014,2014年,食品制造业中型工业企业新产品产值(万元)
2073,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2015,2015年,饮料制造业中型工业企业新产品产值(万元)
2074,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2014,2014年,饮料制造业中型工业企业新产品产值(万元)
2075,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2015,2015年,烟草制品业中型工业企业新产品产值(万元)
2076,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2014,2014年,烟草制品业中型工业企业新产品产值(万元)
2077,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2015,2015年,家具制造业中型工业企业新产品产值(万元)
2078,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2014,2014年,家具制造业中型工业企业新产品产值(万元)
2079,,年度数据,新产品产值指报告期企业生产的新产品的产值。新产品是指采用新技术原理、新设计构思研制、生产的全新产品，或在结构、材质、工艺等某一方面比原有产品有明显改进，从而显著提高了产品性能或扩大了使用功能的产品。新产品产值、新产品销售收入既包括经政府有关部门认定并在有效期内的新产品，也包括企业自行研制开发，未经政府有关部门认定，从投产之日起一年之内的新产品。,7.811629,68.0,全国,cn=C01&zb=A0N0A08&sj=2015,2015年,橡胶制品业中型工业企业新产品产值(万元)
